"BMW 5 серия GT, 2010",1 300 000  ₽,"105 000 км, 4.4 AT (407 л.с.), хетчбэк, полный, бензин",https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_gt_2010_1288050214
"Mercedes-Benz M-класс, 2008",790 000  ₽,"168 000 км, 3.5 AT (272 л.с.), универсал, полный, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_m-klass_2008_1704134602
"Skoda Rapid, 2015",470 000  ₽,"80 000 км, 1.2 MT (75 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/skoda_rapid_2015_1425599776
"ВАЗ 2105, 2000",58 000  ₽,"99 665 км, 1.5 MT (71 л.с.), седан, задний, бензин",https://www.avito.ru/tver/avtomobili/vaz_2105_2000_1031554844
"Chevrolet Niva, 2015",424 000  ₽,"38 000 км, 1.7 MT (80 л.с.), внедорожник, полный, бензин",https://www.avito.ru/moskva/avtomobili/chevrolet_niva_2015_1433503172
"BMW 5 серия, 2003",450 000  ₽,"194 000 км, 2.5 AT (192 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2003_1240209665
"ГАЗ ГАЗель Next, 2014",550 000  ₽,"140 000 км, 2.8 MT (120 л.с.), фургон, задний, дизель",https://www.avito.ru/moskovskaya_oblast_krasnogorsk/avtomobili/gaz_gazel_next_2014_1562489098
"LADA Vesta, 2018 
новый",637 900  ₽,"1.6 MT (106 л.с.), седан, передний, бензин",https://www.avito.ru/vladimir/avtomobili/lada_vesta_2018_1351557311
"Hyundai Equus, 2013",775 000  ₽,"155 000 км, 3.8 AT (334 л.с.), седан, задний, бензин",https://www.avito.ru/tver/avtomobili/hyundai_equus_2013_1004834722
"Ford Mondeo, 2011",600 000  ₽,"130 000 км, 2.3 AT (161 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_mondeo_2011_1118427329
"KIA Rio, 2010",277 000  ₽,"68 904 км, 1.4 MT (95 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/kia_rio_2010_1383012907
"Mercedes-Benz E-класс, 2011",980 000  ₽,"140 000 км, 1.8 AT (184 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_e-klass_2011_1720496453
"Renault Logan, 2014",385 000  ₽,"195 000 км, 1.6 MT (82 л.с.), седан, передний, бензин",https://www.avito.ru/kaluga/avtomobili/renault_logan_2014_1510802669
"Mercedes-Benz E-класс, 2014",1 370 000  ₽,"97 000 км, 2.0 AT (184 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_e-klass_2014_1268666894
"KIA Rio, 2018 
новый",809 900  ₽,"1.4 MT (100 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/kia_rio_2018_1471877522
"Volkswagen Crafter, 2008",575 000  ₽,"302 211 км, 2.5 AMT (108 л.с.), фургон, задний, дизель",https://www.avito.ru/moskva/avtomobili/volkswagen_crafter_2008_1713248101
"MINI One, 2011",458 000  ₽,"115 682 км, 1.6 AT (98 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/mini_one_2011_937398616
"Chevrolet Cobalt, 2013",280 000  ₽,"89 000 км, 1.5 MT (106 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/chevrolet_cobalt_2013_1478177333
"Skoda Octavia, 2016",759 599  ₽,"125 000 км, 1.6 MT (110 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/skoda_octavia_2016_1443090129
"KIA Rio, 2012",445 000  ₽,"87 000 км, 1.4 AT (107 л.с.), седан, передний, бензин",https://www.avito.ru/vladimir/avtomobili/kia_rio_2012_1663139379
"ВАЗ 21099, 2000",45 000  ₽,"70 000 км, 1.5 MT (77 л.с.), седан, передний, бензин",https://www.avito.ru/vladimir/avtomobili/vaz_21099_2000_1367200162
"Chevrolet Astro, 1992",700 000  ₽,"120 000 км, 4.3 AT (155 л.с.), минивэн, полный, бензин",https://www.avito.ru/moskva/avtomobili/chevrolet_astro_1992_1103920105
"Skoda Roomster, 2008",365 000  ₽,"73 000 км, 1.4 MT (86 л.с.), минивэн, передний, бензин",https://www.avito.ru/vladimir/avtomobili/skoda_roomster_2008_1387566725
"Volkswagen Multivan, 2004",705 000  ₽,"250 000 км, 2.5 MT (174 л.с.), микроавтобус, передний, дизель",https://www.avito.ru/moskva/avtomobili/volkswagen_multivan_2004_1260254840
"Audi Q5, 2010",885 000  ₽,"100 000 км, 2.0 AT (210 л.с.), внедорожник, передний, бензин",https://www.avito.ru/gagarin/avtomobili/audi_q5_2010_929583642
"Volkswagen Crafter, 2010",850 000  ₽,"223 000 км, 2.5 MT (109 л.с.), пикап, задний, дизель",https://www.avito.ru/vladimir/avtomobili/volkswagen_crafter_2010_1116705917
"Ford Focus, 2016",900 000  ₽,"38 571 км, 1.6 AT (105 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/tver/avtomobili/ford_focus_2016_1366715883
"Mercedes-Benz E-класс AMG, 2012",1 350 000  ₽,"81 600 км, 3.5 AT (249 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_e-klass_amg_2012_1110808952
"Mercedes-Benz S-класс, 1995",270 000  ₽,"255 000 км, 3.2 AT (231 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_s-klass_1995_1618699415
"Volkswagen Transporter, 2010",850 000  ₽,"189 000 км, 2.0 MT (84 л.с.), микроавтобус, передний, дизель",https://www.avito.ru/moskva/avtomobili/volkswagen_transporter_2010_1273463914
"Renault Trafic, 2001",470 000  ₽,"350 000 км, 1.9 MT (101 л.с.), минивэн, передний, дизель",https://www.avito.ru/moskva/avtomobili/renault_trafic_2001_1307107873
"Opel Astra, 2013",485 000  ₽,"68 000 км, 1.6 MT (115 л.с.), универсал, передний, бензин",https://www.avito.ru/tula/avtomobili/opel_astra_2013_1515726182
"Hyundai Trajet, 2006",280 000  ₽,"357 000 км, 2.0 MT (140 л.с.), минивэн, передний, бензин",https://www.avito.ru/vladimir/avtomobili/hyundai_trajet_2006_1288910071
"Chevrolet Cruze, 2012",455 000  ₽,"110 000 км, 1.8 AT (140 л.с.), седан, передний, бензин",https://www.avito.ru/obninsk/avtomobili/chevrolet_cruze_2012_1722301158
"Infiniti FX35, 2007",760 000  ₽,"110 000 км, 3.5 AT (280 л.с.), внедорожник, полный, бензин",https://www.avito.ru/vladimir/avtomobili/infiniti_fx35_2007_1642649341
"Nissan Teana, 2006",347 000  ₽,"119 980 км, 2.0 AT (136 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/nissan_teana_2006_1018233510
"Hyundai Santa Fe, 2012",1 290 000  ₽,"115 321 км, 2.2 AT (197 л.с.), внедорожник, полный, дизель",https://www.avito.ru/kaluga/avtomobili/hyundai_santa_fe_2012_1589972868
"ВАЗ 2114 Samara, 2013",240 000  ₽,"46 000 км, 1.6 MT (82 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/tula/avtomobili/vaz_2114_samara_2013_1424484396
"Volkswagen Golf, 2011",530 000  ₽,"80 000 км, 1.6 AMT (102 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/obninsk/avtomobili/volkswagen_golf_2011_1470525776
"KIA Cerato, 2015",750 000  ₽,"47 000 км, 1.6 MT (130 л.с.), седан, передний, бензин",https://www.avito.ru/moskva_zelenograd/avtomobili/kia_cerato_2015_1499461803
"SsangYong Kyron, 2011",525 000  ₽,"107 000 км, 2.0 MT (141 л.с.), внедорожник, полный, дизель",https://www.avito.ru/tomilino/avtomobili/ssangyong_kyron_2011_1043137929
"Infiniti QX80, 2013",2 300 000  ₽,"82 000 км, 5.6 AT (405 л.с.), внедорожник, полный, бензин",https://www.avito.ru/vidnoe/avtomobili/infiniti_qx80_2013_1230329831
"KIA Sportage, 2015",970 000  ₽,"98 742 км, 2.0 AT (150 л.с.), внедорожник, полный, бензин",https://www.avito.ru/mosrentgen/avtomobili/kia_sportage_2015_1528302069
"LADA Kalina, 2008",115 000  ₽,"141 000 км, 1.6 MT (82 л.с.), седан, передний, бензин",https://www.avito.ru/ryazan/avtomobili/lada_kalina_2008_1166144369
"Chevrolet Captiva, 2012",798 000  ₽,"146 755 км, 2.2 AT (184 л.с.), внедорожник, полный, дизель",https://www.avito.ru/vladimir/avtomobili/chevrolet_captiva_2012_1629062766
"LADA Granta, 2014",350 000  ₽,"65 205 км, 1.6 MT (106 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/ryazan/avtomobili/lada_granta_2014_1646049599
"Opel Astra GTC, 2012",575 000  ₽,"110 000 км, 1.4 AT (140 л.с.), купе, передний, бензин",https://www.avito.ru/moskva/avtomobili/opel_astra_gtc_2012_1120224799
"Audi A6, 2002",300 000  ₽,"314 000 км, 2.5 AT (180 л.с.), седан, полный, дизель",https://www.avito.ru/aleksandrov/avtomobili/audi_a6_2002_1217450925
"Renault Symbol, 2007",175 000  ₽,"187 000 км, 1.4 MT (75 л.с.), седан, передний, бензин",https://www.avito.ru/vladimir/avtomobili/renault_symbol_2007_1720578644
"Toyota Prius, 2011",810 000  ₽,"181 761 км, 1.8 CVT (99 л.с.), универсал, передний, гибрид",https://www.avito.ru/tula/avtomobili/toyota_prius_2011_1682224495
"Mercedes-Benz GL-класс, 2009",949 000  ₽,"165 000 км, 3.0 AT (224 л.с.), внедорожник, полный, дизель",https://www.avito.ru/moskva/avtomobili/mercedes-benz_gl-klass_2009_1593697803
"Mitsubishi Galant, 2008",470 000  ₽,"119 000 км, 2.4 AT (160 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/mitsubishi_galant_2008_1141754855
"LADA 4x4 (Нива), 2014",299 000  ₽,"38 000 км, 1.7 MT (83 л.с.), купе, полный, бензин",https://www.avito.ru/orehovo-zuevo/avtomobili/lada_4x4_niva_2014_1414423942
"BMW 5 серия, 2012",1 200 000  ₽,"111 000 км, 2.0 AT (184 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2012_1001300441
"Opel Corsa, 2008",325 000  ₽,"156 000 км, 1.4 AT (90 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/opel_corsa_2008_1423527581
"Aston Martin DB9, 2008",3 100 000  ₽,"41 000 км, 6.0 AT (504 л.с.), купе, задний, бензин",https://www.avito.ru/moskva/avtomobili/aston_martin_db9_2008_1041271787
"Subaru Legacy, 2008",540 000  ₽,"194 000 км, 2.5 MT (173 л.с.), седан, полный, бензин",https://www.avito.ru/moskva/avtomobili/subaru_legacy_2008_1342265677
"Audi A6, 2003",240 000  ₽,"307 000 км, 2.4 CVT (170 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/audi_a6_2003_1611188667
"Honda CR-V, 2012",940 000  ₽,"133 000 км, 2.0 AT (150 л.с.), внедорожник, полный, бензин",https://www.avito.ru/tula/avtomobili/honda_cr-v_2012_1712775839
"Toyota Camry, 2007",575 000  ₽,"173 000 км, 2.4 AT (167 л.с.), седан, передний, бензин",https://www.avito.ru/tver/avtomobili/toyota_camry_2007_1634048469
"Ford Mustang, 2018",4 000 000  ₽,"1 800 км, 2.3 AT (317 л.с.), купе, задний, бензин",https://www.avito.ru/moskva/avtomobili/ford_mustang_2018_1108856309
"Land Rover Range Rover Sport, 2008",840 000  ₽,"202 000 км, 4.2 AT (390 л.с.), внедорожник, полный, бензин",https://www.avito.ru/moskva/avtomobili/land_rover_range_rover_sport_2008_1724922153
"Mercedes-Benz CLS-класс, 2012",1 655 000  ₽,"119 000 км, 5.0 AT (408 л.с.), седан, полный, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_cls-klass_2012_1399356167
"Volkswagen Passat, 2011",500 000  ₽,"135 020 км, 1.8 AT (152 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/volkswagen_passat_2011_1201442181
"Audi A5, 2010",950 000  ₽,"49 000 км, 2.0 CVT (211 л.с.), седан, полный, бензин",https://www.avito.ru/odintsovo/avtomobili/audi_a5_2010_1609392662
"Volvo XC70, 2012",950 000  ₽,"130 000 км, 2.0 AT (163 л.с.), универсал, передний, дизель",https://www.avito.ru/egorevsk/avtomobili/volvo_xc70_2012_934339292
"BMW X3, 2014",1 630 000  ₽,"97 000 км, 3.0 AT (249 л.с.), внедорожник, полный, дизель",https://www.avito.ru/moskva/avtomobili/bmw_x3_2014_1497417869
"BMW X5, 2008",1 080 000  ₽,"167 000 км, 3.0 AT (286 л.с.), внедорожник, полный, дизель",https://www.avito.ru/hotkovo/avtomobili/bmw_x5_2008_1704877603
"Mercedes-Benz E-класс, 2014",1 530 000  ₽,"69 000 км, 2.0 AT (184 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_e-klass_2014_1685118790
"ВАЗ 2104, 2009",125 000  ₽,"60 000 км, 1.6 MT (74 л.с.), универсал, задний, бензин",https://www.avito.ru/moskva/avtomobili/vaz_2104_2009_1355139947
"Audi A6, 2007",565 000  ₽,"255 000 км, 3.2 AT (255 л.с.), седан, полный, бензин",https://www.avito.ru/moskva/avtomobili/audi_a6_2007_1372756004
"Audi 100, 1991",83 000  ₽,"205 000 км, 2.3 MT (133 л.с.), седан, передний, бензин",https://www.avito.ru/kaluga/avtomobili/audi_100_1991_1438923218
"Volkswagen Passat, 1997",230 000  ₽,"329 000 км, 1.8 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/volkswagen_passat_1997_1632812383
"Ford Tourneo Connect, 2007",169 000  ₽,"238 000 км, 1.8 MT (90 л.с.), фургон, передний, дизель",https://www.avito.ru/moskva/avtomobili/ford_tourneo_connect_2007_1293001490
"Audi A6, 2009",610 000  ₽,"160 000 км, 2.8 AT (190 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/audi_a6_2009_1014549595
"Volkswagen Passat, 2008",385 000  ₽,"138 956 км, 1.8 AT (160 л.с.), седан, передний, бензин",https://www.avito.ru/kaluga/avtomobili/volkswagen_passat_2008_1485134915
"LADA 4x4 (Нива), 2010",280 000  ₽,"50 000 км, 1.7 MT (81 л.с.), универсал, полный, бензин",https://www.avito.ru/moskva/avtomobili/lada_4x4_niva_2010_1654199583
"Chevrolet Captiva, 2013",845 000  ₽,"97 000 км, 2.4 AT (167 л.с.), внедорожник, полный, бензин",https://www.avito.ru/vladimir/avtomobili/chevrolet_captiva_2013_1415274759
"Ford Ranger, 2005",400 000  ₽,"205 000 км, 2.5 MT (110 л.с.), пикап, полный, дизель",https://www.avito.ru/ryazan/avtomobili/ford_ranger_2005_1240487656
"KIA cee'd, 2013",620 000  ₽,"120 000 км, 1.6 AT (130 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/ryazan/avtomobili/kia_ceed_2013_1275620217
"Skoda Octavia, 2015",1 200 000  ₽,"4 200 км, 1.8 MT (180 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/skoda_octavia_2015_1355584232
"Lexus LS, 2006",890 000  ₽,"250 000 км, 4.6 AT (380 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/lexus_ls_2006_1420424176
"KIA cee'd, 2010",400 000  ₽,"235 000 км, 1.6 MT (122 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/kaluga/avtomobili/kia_ceed_2010_1012202164
"Nissan Juke, 2011",670 000  ₽,"78 000 км, 1.6 AT (190 л.с.), внедорожник, полный, бензин",https://www.avito.ru/kaluga/avtomobili/nissan_juke_2011_1515579980
"Toyota RAV4, 2016",1 040 000  ₽,"Битый, 43 000 км, 2.2 AT (150 л.с.), внедорожник, полный, дизель",https://www.avito.ru/moskva/avtomobili/toyota_rav4_2016_1407297641
"Mercedes-Benz S-класс, 2004",525 000  ₽,"335 000 км, 3.7 AT (245 л.с.), седан, задний, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_s-klass_2004_1275941472
"Ford Focus, 2005",269 000  ₽,"139 697 км, 1.6 MT (115 л.с.), седан, передний, бензин",https://www.avito.ru/kaluga/avtomobili/ford_focus_2005_1288098825
"Mazda 5, 2005",450 000  ₽,"223 000 км, 2.3 AT (153 л.с.), минивэн, передний, бензин",https://www.avito.ru/moskva/avtomobili/mazda_5_2005_1006404345
"Daewoo Nexia, 2007",115 000  ₽,"126 000 км, 1.5 MT (75 л.с.), седан, передний, бензин",https://www.avito.ru/ryazan/avtomobili/daewoo_nexia_2007_1463385138
"Mercedes-Benz R-класс, 2010",1 100 000  ₽,"58 058 км, 5.5 AT (388 л.с.), минивэн, полный, бензин",https://www.avito.ru/moskva/avtomobili/mercedes-benz_r-klass_2010_881889317
"Skoda Rapid, 2015",530 000  ₽,"40 000 км, 1.6 MT (90 л.с.), седан, передний, бензин",https://www.avito.ru/vladimir/avtomobili/skoda_rapid_2015_1588895103
"Nissan X-Trail, 2007",630 000  ₽,"114 000 км, 2.0 MT (141 л.с.), внедорожник, полный, бензин",https://www.avito.ru/tver/avtomobili/nissan_x-trail_2007_1493343776
"Nissan Teana, 2012",720 000  ₽,"125 000 км, 2.5 CVT (182 л.с.), седан, передний, бензин",https://www.avito.ru/vladimir/avtomobili/nissan_teana_2012_1198402425
"Peugeot 308, 2009",300 000  ₽,"123 000 км, 1.6 AT (120 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/peugeot_308_2009_1168166074
"Ford Focus, 2010",380 000  ₽,"132 787 км, 1.6 MT (100 л.с.), универсал, передний, бензин",https://www.avito.ru/kaluga/avtomobili/ford_focus_2010_1288710864
"ГАЗ, 2004",270 000  ₽,"110 000 км, 2.2 MT (152 л.с.), фургон, задний, гибрид",https://www.avito.ru/schekino/avtomobili/gaz_2004_1597253363
"Toyota Camry, 2006",510 000  ₽,"240 000 км, 2.4 AT (167 л.с.), седан, передний, бензин",https://www.avito.ru/tver/avtomobili/toyota_camry_2006_1696591291
"KIA Rio, 2016",449 000  ₽,"136 123 км, 1.4 MT (107 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/kia_rio_2016_1571158520
"Nissan Teana, 2011",790 000  ₽,"120 000 км, 3.5 CVT (249 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/nissan_teana_2011_1431793591
